,Unnamed: 0,country,year,life_expectancy
102,127,Libya,1800,33.1
103,129,Lithuania,1800,28.9
104,130,Luxembourg,1800,36.9
105,131,"Macao, China",1800,34.7
106,132,"Macedonia, FYR",1800,36.1
107,133,Madagascar,1800,30.5
108,134,Malawi,1800,30.3
109,135,Malaysia,1800,30.6
110,136,Maldives,1800,32.65
111,137,Mali,1800,26.41
112,138,Malta,1800,28.7
113,140,Martinique,1800,30.15
114,141,Mauritania,1800,32.0
115,142,Mauritius,1800,28.7
116,143,Mayotte,1800,32.5
117,144,Mexico,1800,26.9
118,145,"Micronesia, Fed. Sts.",1800,26.7
119,146,Moldova,1800,33.15
120,148,Mongolia,1800,31.8
121,149,Montenegro,1800,35.4
122,151,Morocco,1800,33.1
123,152,Mozambique,1800,30.28
124,153,Myanmar,1800,30.8
125,154,Namibia,1800,32.4
126,156,Nepal,1800,32.8
127,157,Netherlands,1800,39.86
128,158,Netherlands Antilles,1800,34.41
129,159,New Caledonia,1800,26.0
130,160,New Zealand,1800,34.05
131,162,Nicaragua,1800,25.4
132,163,Niger,1800,30.8
133,164,Nigeria,1800,30.4
134,169,Norway,1800,37.92
135,170,Oman,1800,32.3
136,171,Pakistan,1800,25.8
137,173,Panama,1800,32.9
138,174,Papua New Guinea,1800,31.5
139,175,Paraguay,1800,35.5
140,176,Peru,1800,35.7
141,177,Philippines,1800,30.9
142,179,Poland,1800,35.9
143,180,Portugal,1800,35.6
144,181,Puerto Rico,1800,30.43
145,182,Qatar,1800,30.8
146,183,Reunion,1800,33.0
147,184,Romania,1800,35.7
148,185,Russia,1800,29.57
149,186,Rwanda,1800,31.8
150,190,St. Lucia,1800,28.01
151,192,St. Vincent and the Grenadines,1800,25.99
152,194,Samoa,1800,25.4
153,196,Sao Tome and Principe,1800,31.0
154,197,Saudi Arabia,1800,32.1
155,198,Senegal,1800,25.2
156,199,Serbia,1800,35.5
157,202,Seychelles,1800,37.0
158,203,Sierra Leone,1800,25.1
159,204,Singapore,1800,29.1
160,205,Slovak Republic,1800,36.4
161,206,Slovenia,1800,36.6
162,207,Solomon Islands,1800,25.1
163,208,Somalia,1800,29.4
164,210,South Africa,1800,33.5
165,212,Spain,1800,29.5
166,213,Sri Lanka,1800,32.6
167,214,Sudan,1800,31.4
168,215,Suriname,1800,32.9
169,217,Swaziland,1800,32.3
170,218,Sweden,1800,32.16
171,219,Switzerland,1800,38.0
172,220,Syria,1800,31.1
173,221,Taiwan,1800,28.3
174,222,Tajikistan,1800,24.24
175,223,Tanzania,1800,32.2
176,224,Thailand,1800,30.4
177,225,Timor-Leste,1800,28.95
178,226,Togo,1800,31.3
179,228,Tonga,1800,28.2
180,230,Trinidad and Tobago,1800,32.9
181,231,Tunisia,1800,28.8
182,232,Turkey,1800,35.0
183,233,Turkmenistan,1800,24.0
184,236,Uganda,1800,25.3
185,237,Ukraine,1800,36.6
186,238,United Arab Emirates,1800,30.7
187,239,United Kingdom,1800,38.65
188,240,United States,1800,39.41
189,241,Uruguay,1800,32.9
190,243,Uzbekistan,1800,26.93
191,245,Vanuatu,1800,24.3
192,246,Venezuela,1800,32.2
193,247,West Bank and Gaza,1800,32.1
194,249,Western Sahara,1800,34.75
195,250,Vietnam,1800,32.0
196,251,Virgin Islands (U.S.),1800,33.4
197,254,Yemen,1800,23.39
198,256,Zambia,1800,32.6
199,257,Zimbabwe,1800,33.7
200,259,South Sudan,1800,26.67
201,781,Afghanistan,1801,28.2
202,783,Albania,1801,35.4
203,784,Algeria,1801,28.82
204,787,Angola,1801,26.98
205,789,Antigua and Barbuda,1801,33.54
206,790,Argentina,1801,33.2
207,791,Armenia,1801,34.0
208,792,Aruba,1801,34.42
209,793,Australia,1801,34.05
210,794,Austria,1801,34.4
211,795,Azerbaijan,1801,29.17
212,796,Bahamas,1801,35.18
213,797,Bahrain,1801,30.3
214,798,Bangladesh,1801,25.5
215,799,Barbados,1801,32.12
216,800,Belarus,1801,36.2
217,801,Belgium,1801,40.01
218,802,Belize,1801,26.5
219,803,Benin,1801,31.0
220,805,Bhutan,1801,28.8
221,806,Bolivia,1801,33.0
222,807,Bosnia and Herzegovina,1801,35.1
223,808,Botswana,1801,33.6
224,809,Brazil,1801,32.0
225,811,Brunei,1801,29.2
226,812,Bulgaria,1801,35.84
227,813,Burkina Faso,1801,29.2
228,814,Burundi,1801,31.5
229,815,Cambodia,1801,35.0
230,816,Cameroon,1801,28.75
231,817,Canada,1801,39.0
232,818,Cape Verde,1801,33.8
233,820,Central African Republic,1801,30.0
234,821,Chad,1801,30.9
235,823,Chile,1801,32.0
236,824,China,1801,32.0
237,827,Colombia,1801,32.0
238,828,Comoros,1801,32.1
239,829,"Congo, Dem. Rep.",1801,31.6
240,830,"Congo, Rep.",1801,32.7
241,832,Costa Rica,1801,30.21
242,833,Cote d'Ivoire,1801,31.16
243,834,Croatia,1801,36.1
244,835,Cuba,1801,32.33
245,836,Cyprus,1801,38.5
246,837,Czech Republic,1801,34.95
247,839,Denmark,1801,38.51
248,840,Djibouti,1801,29.9
249,842,Dominican Republic,1801,29.9
250,844,Ecuador,1801,32.9
251,845,Egypt,1801,33.0
252,846,El Salvador,1801,28.7
253,847,Equatorial Guinea,1801,29.8
254,848,Eritrea,1801,30.2
255,850,Estonia,1801,35.7
256,851,Ethiopia,1801,29.7
257,854,Fiji,1801,26.1
258,855,Finland,1801,40.3
259,856,France,1801,36.37
260,857,French Guiana,1801,30.5
261,858,French Polynesia,1801,25.6
262,859,Gabon,1801,30.6
263,860,Gambia,1801,28.8
264,861,Georgia,1801,31.87
265,862,Germany,1801,38.37
266,863,Ghana,1801,28.0
267,865,Greece,1801,36.6
268,866,Greenland,1801,33.87
269,867,Grenada,1801,31.4
270,868,Guadeloupe,1801,27.66
271,869,Guam,1801,27.5
272,870,Guatemala,1801,25.8
273,872,Guinea,1801,29.51
274,873,Guinea-Bissau,1801,32.0
275,874,Guyana,1801,31.12
276,875,Haiti,1801,29.0
277,877,Honduras,1801,33.9
278,878,"Hong Kong, China",1801,34.9
279,879,Hungary,1801,36.0
280,880,Iceland,1801,33.88
281,881,India,1801,25.44
282,882,Indonesia,1801,30.0
283,883,Iran,1801,25.6
284,884,Iraq,1801,31.2
285,885,Ireland,1801,38.3
286,887,Israel,1801,32.0
287,888,Italy,1801,29.69
288,889,Jamaica,1801,34.2
289,890,Japan,1801,36.4
290,892,Jordan,1801,31.7
291,893,Kazakhstan,1801,26.2
292,894,Kenya,1801,25.5
293,895,Kiribati,1801,24.9
294,896,North Korea,1801,26.0
295,897,South Korea,1801,25.8
296,900,Kuwait,1801,26.0
297,901,Kyrgyz Republic,1801,23.94
298,902,Lao,1801,31.9
299,903,Latvia,1801,33.0
300,904,Lebanon,1801,29.7
301,905,Lesotho,1801,32.8
302,906,Liberia,1801,31.1
303,907,Libya,1801,33.1
304,909,Lithuania,1801,28.9
305,910,Luxembourg,1801,36.9
306,911,"Macao, China",1801,34.7
307,912,"Macedonia, FYR",1801,36.1
308,913,Madagascar,1801,30.5
309,914,Malawi,1801,30.3
310,915,Malaysia,1801,30.6
311,916,Maldives,1801,32.65
312,917,Mali,1801,26.41
313,918,Malta,1801,28.7
314,920,Martinique,1801,30.15
315,921,Mauritania,1801,32.0
316,922,Mauritius,1801,28.7
317,923,Mayotte,1801,32.5
318,924,Mexico,1801,26.9
319,925,"Micronesia, Fed. Sts.",1801,26.7
320,926,Moldova,1801,33.15
321,928,Mongolia,1801,31.8
322,929,Montenegro,1801,35.4
323,931,Morocco,1801,33.1
324,932,Mozambique,1801,30.28
325,933,Myanmar,1801,30.8
326,934,Namibia,1801,32.4
327,936,Nepal,1801,32.8
328,937,Netherlands,1801,39.86
329,938,Netherlands Antilles,1801,34.41
330,939,New Caledonia,1801,26.0
331,940,New Zealand,1801,34.05
332,942,Nicaragua,1801,25.4
333,943,Niger,1801,30.8
334,944,Nigeria,1801,30.4
335,949,Norway,1801,35.82
336,950,Oman,1801,32.3
337,951,Pakistan,1801,25.8
338,953,Panama,1801,32.9
339,954,Papua New Guinea,1801,31.5
340,955,Paraguay,1801,35.5
341,956,Peru,1801,35.7
342,957,Philippines,1801,30.9
343,959,Poland,1801,35.9
344,960,Portugal,1801,35.6
345,961,Puerto Rico,1801,30.43
346,962,Qatar,1801,30.8
347,963,Reunion,1801,33.0
348,964,Romania,1801,35.7
349,965,Russia,1801,29.57
350,966,Rwanda,1801,25.0
351,970,St. Lucia,1801,28.01
352,972,St. Vincent and the Grenadines,1801,25.99
353,974,Samoa,1801,25.4
354,976,Sao Tome and Principe,1801,31.0
355,977,Saudi Arabia,1801,32.1
356,978,Senegal,1801,25.2
357,979,Serbia,1801,35.5
358,982,Seychelles,1801,37.0
359,983,Sierra Leone,1801,25.1
360,984,Singapore,1801,29.1
361,985,Slovak Republic,1801,36.4
362,986,Slovenia,1801,36.6
363,987,Solomon Islands,1801,25.1
364,988,Somalia,1801,29.4
365,990,South Africa,1801,33.5
366,992,Spain,1801,29.5
367,993,Sri Lanka,1801,32.6
368,994,Sudan,1801,31.4
369,995,Suriname,1801,32.9
370,997,Swaziland,1801,32.3
371,998,Sweden,1801,36.9
372,999,Switzerland,1801,38.0
373,1000,Syria,1801,31.1
374,1001,Taiwan,1801,28.3
375,1002,Tajikistan,1801,24.24
376,1003,Tanzania,1801,32.2
377,1004,Thailand,1801,30.4
378,1005,Timor-Leste,1801,28.95
379,1006,Togo,1801,31.3
380,1008,Tonga,1801,28.2
381,1010,Trinidad and Tobago,1801,32.9
382,1011,Tunisia,1801,28.8
383,1012,Turkey,1801,35.0
384,1013,Turkmenistan,1801,24.0
385,1016,Uganda,1801,25.3
386,1017,Ukraine,1801,36.6
387,1018,United Arab Emirates,1801,30.7
388,1019,United Kingdom,1801,37.35
389,1020,United States,1801,39.41
390,1021,Uruguay,1801,32.9
391,1023,Uzbekistan,1801,26.93
392,1025,Vanuatu,1801,24.3
393,1026,Venezuela,1801,32.2
394,1027,West Bank and Gaza,1801,32.1
395,1029,Western Sahara,1801,34.75
396,1030,Vietnam,1801,32.0
397,1031,Virgin Islands (U.S.),1801,33.4
398,1034,Yemen,1801,23.39
399,1036,Zambia,1801,32.6
400,1037,Zimbabwe,1801,33.7
401,1039,South Sudan,1801,26.67
402,1561,Afghanistan,1802,28.19
403,1563,Albania,1802,35.4
404,1564,Algeria,1802,28.82
405,1567,Angola,1802,26.98
406,1569,Antigua and Barbuda,1802,33.54
407,1570,Argentina,1802,33.2
408,1571,Armenia,1802,34.0
409,1572,Aruba,1802,34.42
410,1573,Australia,1802,34.05
411,1574,Austria,1802,34.4
412,1575,Azerbaijan,1802,29.17
413,1576,Bahamas,1802,35.18
414,1577,Bahrain,1802,30.3
415,1578,Bangladesh,1802,25.5
416,1579,Barbados,1802,32.12
417,1580,Belarus,1802,36.2
418,1581,Belgium,1802,40.02
419,1582,Belize,1802,26.5
420,1583,Benin,1802,31.0
421,1585,Bhutan,1802,28.8
422,1586,Bolivia,1802,33.0
423,1587,Bosnia and Herzegovina,1802,35.1
424,1588,Botswana,1802,33.6
425,1589,Brazil,1802,32.0
426,1591,Brunei,1802,29.2
427,1592,Bulgaria,1802,35.89
428,1593,Burkina Faso,1802,29.2
429,1594,Burundi,1802,31.5
430,1595,Cambodia,1802,35.0
431,1596,Cameroon,1802,28.75
432,1597,Canada,1802,39.0
433,1598,Cape Verde,1802,33.8
434,1600,Central African Republic,1802,30.0
435,1601,Chad,1802,30.9
436,1603,Chile,1802,32.0
437,1604,China,1802,32.0
438,1607,Colombia,1802,32.0
439,1608,Comoros,1802,32.1
440,1609,"Congo, Dem. Rep.",1802,31.6
441,1610,"Congo, Rep.",1802,32.7
442,1612,Costa Rica,1802,30.21
443,1613,Cote d'Ivoire,1802,31.16
444,1614,Croatia,1802,36.1
445,1615,Cuba,1802,32.45
446,1616,Cyprus,1802,38.5
447,1617,Czech Republic,1802,34.95
448,1619,Denmark,1802,44.37
449,1620,Djibouti,1802,29.9
450,1622,Dominican Republic,1802,29.9
451,1624,Ecuador,1802,32.9
452,1625,Egypt,1802,33.0
453,1626,El Salvador,1802,28.7
454,1627,Equatorial Guinea,1802,29.8
455,1628,Eritrea,1802,30.2
456,1630,Estonia,1802,35.26
457,1631,Ethiopia,1802,29.7
458,1634,Fiji,1802,26.1
459,1635,Finland,1802,39.2
460,1636,France,1802,34.38
461,1637,French Guiana,1802,30.5
462,1638,French Polynesia,1802,25.6
463,1639,Gabon,1802,30.6
464,1640,Gambia,1802,28.8
465,1641,Georgia,1802,31.87
466,1642,Germany,1802,38.37
467,1643,Ghana,1802,28.0
468,1645,Greece,1802,36.6
469,1646,Greenland,1802,33.87
470,1647,Grenada,1802,31.4
471,1648,Guadeloupe,1802,27.66
472,1649,Guam,1802,27.5
473,1650,Guatemala,1802,25.8
474,1652,Guinea,1802,29.52
475,1653,Guinea-Bissau,1802,32.0
476,1654,Guyana,1802,31.12
477,1655,Haiti,1802,29.0
478,1657,Honduras,1802,33.9
479,1658,"Hong Kong, China",1802,34.9
480,1659,Hungary,1802,36.0
481,1660,Iceland,1802,27.62
482,1661,India,1802,25.0
483,1662,Indonesia,1802,30.0
484,1663,Iran,1802,25.6
485,1664,Iraq,1802,31.2
486,1665,Ireland,1802,38.3
487,1667,Israel,1802,32.0
488,1668,Italy,1802,29.69
489,1669,Jamaica,1802,34.2
490,1670,Japan,1802,36.4
491,1672,Jordan,1802,31.7
492,1673,Kazakhstan,1802,26.2
493,1674,Kenya,1802,25.5
494,1675,Kiribati,1802,24.9
495,1676,North Korea,1802,26.0
496,1677,South Korea,1802,25.8
497,1680,Kuwait,1802,26.0
498,1681,Kyrgyz Republic,1802,23.94
499,1682,Lao,1802,31.9
500,1683,Latvia,1802,33.0
501,1684,Lebanon,1802,29.7
502,1685,Lesotho,1802,32.8
503,1686,Liberia,1802,31.1
504,1687,Libya,1802,33.1
505,1689,Lithuania,1802,28.9
506,1690,Luxembourg,1802,36.9
507,1691,"Macao, China",1802,34.7
508,1692,"Macedonia, FYR",1802,36.1
509,1693,Madagascar,1802,30.5
510,1694,Malawi,1802,30.3
511,1695,Malaysia,1802,30.6
512,1696,Maldives,1802,32.65
513,1697,Mali,1802,26.41
514,1698,Malta,1802,28.7
515,1700,Martinique,1802,30.15
516,1701,Mauritania,1802,32.0
517,1702,Mauritius,1802,28.7
518,1703,Mayotte,1802,32.5
519,1704,Mexico,1802,26.9
520,1705,"Micronesia, Fed. Sts.",1802,26.7
521,1706,Moldova,1802,33.15
522,1708,Mongolia,1802,31.8
523,1709,Montenegro,1802,35.4
524,1711,Morocco,1802,33.1
525,1712,Mozambique,1802,30.28
526,1713,Myanmar,1802,30.8
527,1714,Namibia,1802,32.4
528,1716,Nepal,1802,32.8
529,1717,Netherlands,1802,39.86
530,1718,Netherlands Antilles,1802,34.41
531,1719,New Caledonia,1802,26.0
532,1720,New Zealand,1802,34.05
533,1722,Nicaragua,1802,25.4
534,1723,Niger,1802,30.8
535,1724,Nigeria,1802,30.4
536,1729,Norway,1802,38.37
537,1730,Oman,1802,32.3
538,1731,Pakistan,1802,25.8
539,1733,Panama,1802,32.9
540,1734,Papua New Guinea,1802,31.5
541,1735,Paraguay,1802,35.5
542,1736,Peru,1802,35.7
543,1737,Philippines,1802,30.9
544,1739,Poland,1802,35.9
545,1740,Portugal,1802,35.6
546,1741,Puerto Rico,1802,30.43
547,1742,Qatar,1802,30.8
548,1743,Reunion,1802,33.0
549,1744,Romania,1802,35.7
550,1745,Russia,1802,29.57
551,1746,Rwanda,1802,25.0
552,1750,St. Lucia,1802,28.01
553,1752,St. Vincent and the Grenadines,1802,25.99
554,1754,Samoa,1802,25.4
555,1756,Sao Tome and Principe,1802,31.0
556,1757,Saudi Arabia,1802,32.1
557,1758,Senegal,1802,25.2
558,1759,Serbia,1802,35.5
559,1762,Seychelles,1802,37.0
560,1763,Sierra Leone,1802,25.1
561,1764,Singapore,1802,29.1
562,1765,Slovak Republic,1802,36.4
563,1766,Slovenia,1802,36.6
564,1767,Solomon Islands,1802,25.1
565,1768,Somalia,1802,29.4
566,1770,South Africa,1802,33.5
567,1772,Spain,1802,29.5
568,1773,Sri Lanka,1802,32.6
569,1774,Sudan,1802,31.4
570,1775,Suriname,1802,32.9
571,1777,Swaziland,1802,32.3
572,1778,Sweden,1802,40.2
573,1779,Switzerland,1802,38.0
574,1780,Syria,1802,31.1
575,1781,Taiwan,1802,28.3
576,1782,Tajikistan,1802,24.24
577,1783,Tanzania,1802,32.2
578,1784,Thailand,1802,30.4
579,1785,Timor-Leste,1802,28.95
580,1786,Togo,1802,31.3
581,1788,Tonga,1802,28.2
582,1790,Trinidad and Tobago,1802,32.9
583,1791,Tunisia,1802,28.8
584,1792,Turkey,1802,35.0
585,1793,Turkmenistan,1802,24.0
586,1796,Uganda,1802,25.3
587,1797,Ukraine,1802,36.6
588,1798,United Arab Emirates,1802,30.7
589,1799,United Kingdom,1802,38.62
590,1800,United States,1802,39.41
591,1801,Uruguay,1802,32.9
592,1803,Uzbekistan,1802,26.93
593,1805,Vanuatu,1802,24.3
594,1806,Venezuela,1802,32.2
595,1807,West Bank and Gaza,1802,32.1
596,1809,Western Sahara,1802,34.75
597,1810,Vietnam,1802,32.0
598,1811,Virgin Islands (U.S.),1802,33.4
599,1814,Yemen,1802,23.39
600,1816,Zambia,1802,32.6
601,1817,Zimbabwe,1802,33.7
602,1819,South Sudan,1802,26.67
603,2341,Afghanistan,1803,28.18
604,2343,Albania,1803,35.4
605,2344,Algeria,1803,28.82
606,2347,Angola,1803,26.98
607,2349,Antigua and Barbuda,1803,33.54
608,2350,Argentina,1803,33.2
609,2351,Armenia,1803,34.0
610,2352,Aruba,1803,34.42
611,2353,Australia,1803,34.05
612,2354,Austria,1803,34.4
613,2355,Azerbaijan,1803,29.17
614,2356,Bahamas,1803,35.18
615,2357,Bahrain,1803,30.3
616,2358,Bangladesh,1803,25.5
617,2359,Barbados,1803,32.12
618,2360,Belarus,1803,36.2
619,2361,Belgium,1803,40.02
620,2362,Belize,1803,26.5
621,2363,Benin,1803,31.0
622,2365,Bhutan,1803,28.8
623,2366,Bolivia,1803,33.0
624,2367,Bosnia and Herzegovina,1803,35.1
625,2368,Botswana,1803,33.6
626,2369,Brazil,1803,32.0
627,2371,Brunei,1803,29.2
628,2372,Bulgaria,1803,35.93
629,2373,Burkina Faso,1803,29.2
630,2374,Burundi,1803,31.5
631,2375,Cambodia,1803,35.0
632,2376,Cameroon,1803,28.75
633,2377,Canada,1803,39.0
634,2378,Cape Verde,1803,33.8
635,2380,Central African Republic,1803,30.0
636,2381,Chad,1803,30.9
637,2383,Chile,1803,32.0
638,2384,China,1803,32.0
639,2387,Colombia,1803,32.0
640,2388,Comoros,1803,32.1
641,2389,"Congo, Dem. Rep.",1803,31.6
642,2390,"Congo, Rep.",1803,32.7
643,2392,Costa Rica,1803,30.21
644,2393,Cote d'Ivoire,1803,31.16
645,2394,Croatia,1803,36.1
646,2395,Cuba,1803,32.58
647,2396,Cyprus,1803,38.5
648,2397,Czech Republic,1803,34.95
649,2399,Denmark,1803,44.84
650,2400,Djibouti,1803,29.9
651,2402,Dominican Republic,1803,29.9
652,2404,Ecuador,1803,32.9
653,2405,Egypt,1803,33.0
654,2406,El Salvador,1803,28.7
655,2407,Equatorial Guinea,1803,29.8
656,2408,Eritrea,1803,30.2
657,2410,Estonia,1803,34.82
658,2411,Ethiopia,1803,29.7
659,2414,Fiji,1803,26.1
660,2415,Finland,1803,28.53
661,2416,France,1803,30.64
662,2417,French Guiana,1803,30.5
663,2418,French Polynesia,1803,25.6
664,2419,Gabon,1803,30.6
665,2420,Gambia,1803,28.8
666,2421,Georgia,1803,31.87
667,2422,Germany,1803,38.37
668,2423,Ghana,1803,28.0
669,2425,Greece,1803,36.6
670,2426,Greenland,1803,33.87
671,2427,Grenada,1803,31.4
672,2428,Guadeloupe,1803,27.66
673,2429,Guam,1803,27.5
674,2430,Guatemala,1803,25.8
675,2432,Guinea,1803,29.53
676,2433,Guinea-Bissau,1803,32.0
677,2434,Guyana,1803,31.12
678,2435,Haiti,1803,29.0
679,2437,Honduras,1803,33.9
680,2438,"Hong Kong, China",1803,34.9
681,2439,Hungary,1803,36.0
682,2440,Iceland,1803,19.6
683,2441,India,1803,24.0
684,2442,Indonesia,1803,30.0
685,2443,Iran,1803,25.6
686,2444,Iraq,1803,31.2
687,2445,Ireland,1803,38.3
688,2447,Israel,1803,32.0
689,2448,Italy,1803,29.69
690,2449,Jamaica,1803,34.2
691,2450,Japan,1803,36.4
692,2452,Jordan,1803,31.7
693,2453,Kazakhstan,1803,26.2
694,2454,Kenya,1803,25.5
695,2455,Kiribati,1803,24.9
696,2456,North Korea,1803,26.0
697,2457,South Korea,1803,25.8
698,2460,Kuwait,1803,26.0
699,2461,Kyrgyz Republic,1803,23.94
700,2462,Lao,1803,31.9
701,2463,Latvia,1803,33.0
702,2464,Lebanon,1803,29.7
703,2465,Lesotho,1803,32.8
704,2466,Liberia,1803,31.1
705,2467,Libya,1803,33.1
706,2469,Lithuania,1803,28.9
707,2470,Luxembourg,1803,36.9
708,2471,"Macao, China",1803,34.7
709,2472,"Macedonia, FYR",1803,36.1
710,2473,Madagascar,1803,30.5
711,2474,Malawi,1803,30.3
712,2475,Malaysia,1803,30.6
713,2476,Maldives,1803,32.65
714,2477,Mali,1803,26.41
715,2478,Malta,1803,28.7
716,2480,Martinique,1803,30.15
717,2481,Mauritania,1803,32.0
718,2482,Mauritius,1803,28.7
719,2483,Mayotte,1803,32.5
720,2484,Mexico,1803,26.9
721,2485,"Micronesia, Fed. Sts.",1803,26.7
722,2486,Moldova,1803,33.15
723,2488,Mongolia,1803,31.8
724,2489,Montenegro,1803,35.4
725,2491,Morocco,1803,33.1
726,2492,Mozambique,1803,30.28
727,2493,Myanmar,1803,30.8
728,2494,Namibia,1803,32.4
729,2496,Nepal,1803,32.8
730,2497,Netherlands,1803,39.86
731,2498,Netherlands Antilles,1803,34.41
732,2499,New Caledonia,1803,26.0
733,2500,New Zealand,1803,34.05
734,2502,Nicaragua,1803,25.4
735,2503,Niger,1803,30.8
736,2504,Nigeria,1803,30.4
737,2509,Norway,1803,38.72
738,2510,Oman,1803,32.3
739,2511,Pakistan,1803,25.8
740,2513,Panama,1803,32.9
741,2514,Papua New Guinea,1803,31.5
742,2515,Paraguay,1803,35.5
743,2516,Peru,1803,35.7
744,2517,Philippines,1803,30.9
745,2519,Poland,1803,35.9
746,2520,Portugal,1803,35.6
747,2521,Puerto Rico,1803,30.43
748,2522,Qatar,1803,30.8
749,2523,Reunion,1803,33.0
750,2524,Romania,1803,35.7
751,2525,Russia,1803,29.57
752,2526,Rwanda,1803,31.8
753,2530,St. Lucia,1803,28.01
754,2532,St. Vincent and the Grenadines,1803,25.99
755,2534,Samoa,1803,25.4
756,2536,Sao Tome and Principe,1803,31.0
757,2537,Saudi Arabia,1803,32.1
758,2538,Senegal,1803,25.2
759,2539,Serbia,1803,35.5
760,2542,Seychelles,1803,37.0
761,2543,Sierra Leone,1803,25.1
762,2544,Singapore,1803,29.1
763,2545,Slovak Republic,1803,36.4
764,2546,Slovenia,1803,36.6
765,2547,Solomon Islands,1803,25.1
766,2548,Somalia,1803,29.4
767,2550,South Africa,1803,33.5
768,2552,Spain,1803,29.5
769,2553,Sri Lanka,1803,32.6
770,2554,Sudan,1803,31.4
771,2555,Suriname,1803,32.9
772,2557,Swaziland,1803,32.3
773,2558,Sweden,1803,40.28
774,2559,Switzerland,1803,38.0
775,2560,Syria,1803,31.1
776,2561,Taiwan,1803,28.3
777,2562,Tajikistan,1803,24.24
778,2563,Tanzania,1803,32.2
779,2564,Thailand,1803,30.4
780,2565,Timor-Leste,1803,28.95
781,2566,Togo,1803,31.3
782,2568,Tonga,1803,28.2
783,2570,Trinidad and Tobago,1803,32.9
784,2571,Tunisia,1803,28.8
785,2572,Turkey,1803,35.0
786,2573,Turkmenistan,1803,24.0
787,2576,Uganda,1803,25.3
788,2577,Ukraine,1803,36.6
789,2578,United Arab Emirates,1803,30.7
790,2579,United Kingdom,1803,37.32
791,2580,United States,1803,39.41
792,2581,Uruguay,1803,32.9
793,2583,Uzbekistan,1803,26.93
794,2585,Vanuatu,1803,24.3
